,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
21,31.mp4,1,"[[1.         0.9921642  0.99336079 ... 0.         0.         0.        ]
 [0.9921642  1.         0.99961242 ... 0.         0.         0.        ]
 [0.99336079 0.99961242 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9921642  0.99336079 ... 0.         0.         0.        ]
 [0.9921642  1.         0.99961242 ... 0.         0.         0.        ]
 [0.99336079 0.99961242 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[194  95  13 ... 155 234 240]
 [191  92   8 ... 146 229 235]
 [192  93  10 ... 145 228 233]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
22,33.mp4,0,"[[1.         0.99968128 0.99923828 ... 0.         0.         0.        ]
 [0.99968128 1.         0.99978851 ... 0.         0.         0.        ]
 [0.99923828 0.99978851 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99968128 0.99923828 ... 0.         0.         0.        ]
 [0.99968128 1.         0.99978851 ... 0.         0.         0.        ]
 [0.99923828 0.99978851 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[127  22 189 ... 160 238 238]
 [128  23 191 ... 161 239 239]
 [129  24 192 ... 161 239 239]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
23,35.mp4,1,"[[1.         0.94231694 0.94367551 ... 0.         0.         0.        ]
 [0.94231694 1.         0.99947825 ... 0.         0.         0.        ]
 [0.94367551 0.99947825 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.94231694 0.94367551 ... 0.         0.         0.        ]
 [0.94231694 1.         0.99947825 ... 0.         0.         0.        ]
 [0.94367551 0.99947825 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[184 104  16 ... 191  11  13]
 [193 110  21 ... 172  18  15]
 [195 113  21 ... 173  20  16]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
24,36.mp4,0,"[[1.         0.95564641 0.95577934 ... 0.         0.         0.        ]
 [0.95564641 1.         0.99994564 ... 0.         0.         0.        ]
 [0.95577934 0.99994564 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.95564641 0.95577934 ... 0.         0.         0.        ]
 [0.95564641 1.         0.99994564 ... 0.         0.         0.        ]
 [0.95577934 0.99994564 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[133  37 212 ... 186  26  13]
 [101   8 193 ... 122 236 222]
 [101   9 194 ... 122 235 222]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
25,37.mp4,1,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[1.         0.99228397 0.98630362 ... 0.         0.         0.        ]
 [0.99228397 1.         0.9946483  ... 0.         0.         0.        ]
 [0.98630362 0.9946483  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
26,39.mp4,1,"[[1.         0.99946465 0.99818191 ... 0.         0.         0.        ]
 [0.99946465 1.         0.99884034 ... 0.         0.         0.        ]
 [0.99818191 0.99884034 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99946465 0.99818191 ... 0.         0.         0.        ]
 [0.99946465 1.         0.99884034 ... 0.         0.         0.        ]
 [0.99818191 0.99884034 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 92 199 127 ...  32  86  86]
 [ 92 199 126 ...  32  87  87]
 [ 90 197 123 ...  30  86  86]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
27,40.mp4,1,,,,
28,41.mp4,0,"[[1.         0.99100945 0.99100739 ... 0.92914136 0.92296645 0.92171874]
 [0.99100945 1.         0.99999871 ... 0.92322883 0.91705263 0.9162392 ]
 [0.99100739 0.99999871 1.         ... 0.92322811 0.91705146 0.91623546]
 ...
 [0.92914136 0.92322883 0.92322811 ... 1.         0.98871057 0.98509089]
 [0.92296645 0.91705263 0.91705146 ... 0.98871057 1.         0.99334576]
 [0.92171874 0.9162392  0.91623546 ... 0.98509089 0.99334576 1.        ]]","[[1.         0.99100945 0.99100739 ... 0.92914136 0.92296645 0.92171874]
 [0.99100945 1.         0.99999871 ... 0.92322883 0.91705263 0.9162392 ]
 [0.99100739 0.99999871 1.         ... 0.92322811 0.91705146 0.91623546]
 ...
 [0.92914136 0.92322883 0.92322811 ... 1.         0.98871057 0.98509089]
 [0.92296645 0.91705263 0.91705146 ... 0.98871057 1.         0.99334576]
 [0.92171874 0.9162392  0.91623546 ... 0.98509089 0.99334576 1.        ]]","[[104 206 153 ...  37 112 107]
 [104 206 153 ...  38 114 109]
 [104 206 153 ...  38 114 109]
 ...
 [103 213 153 ...  76 123 123]
 [104 211 152 ...  74 121 121]
 [105 213 152 ...  71 121 122]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
29,42.mp4,1,"[[1.         0.99621207 0.99526985 ... 0.         0.         0.        ]
 [0.99621207 1.         0.99563774 ... 0.         0.         0.        ]
 [0.99526985 0.99563774 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99621207 0.99526985 ... 0.         0.         0.        ]
 [0.99621207 1.         0.99563774 ... 0.         0.         0.        ]
 [0.99526985 0.99563774 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[201  59  20 ...  70 129 120]
 [200  62  14 ...  74 134 128]
 [204  63  16 ...  64 127 122]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
30,44.mp4,0,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         1.         ... 0.95245494 0.95546018 0.95430689]
 ...
 [0.         0.         0.95245494 ... 1.         0.99589132 0.99698668]
 [0.         0.         0.95546018 ... 0.99589132 1.         0.99821584]
 [0.         0.         0.95430689 ... 0.99698668 0.99821584 1.        ]]","[[1.         0.99905247 0.99791078 ... 0.         0.         0.        ]
 [0.99905247 1.         0.99811869 ... 0.         0.         0.        ]
 [0.99791078 0.99811869 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [ 34 114  66 ... 151 203 206]
 ...
 [169  67 228 ... 179  17  21]
 [166  64 225 ... 174  10  11]
 [166  66 232 ... 175  12   7]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
31,48.mp4,0,"[[1.         0.99891285 0.99852897 ... 0.         0.         0.        ]
 [0.99891285 1.         0.99944029 ... 0.         0.         0.        ]
 [0.99852897 0.99944029 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99891285 0.99852897 ... 0.         0.         0.        ]
 [0.99891285 1.         0.99944029 ... 0.         0.         0.        ]
 [0.99852897 0.99944029 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[155  33 222 ... 166 247 232]
 [155  33 221 ... 167 248 232]
 [155  34 221 ... 167 248 232]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
32,52.mp4,0,"[[1.         0.9709948  0.97129942 ... 0.99078099 0.9881274  0.99222287]
 [0.9709948  1.         0.99916948 ... 0.96846928 0.96552401 0.96732753]
 [0.97129942 0.99916948 1.         ... 0.9675138  0.96462496 0.96656904]
 ...
 [0.99078099 0.96846928 0.9675138  ... 1.         0.99870429 0.99877238]
 [0.9881274  0.96552401 0.96462496 ... 0.99870429 1.         0.99748503]
 [0.99222287 0.96732753 0.96656904 ... 0.99877238 0.99748503 1.        ]]","[[1.         0.9709948  0.97129942 ... 0.         0.         0.        ]
 [0.9709948  1.         0.99916948 ... 0.         0.         0.        ]
 [0.97129942 0.99916948 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[140 214 181 ...  74 104  99]
 [141 216 180 ...  66 102  99]
 [141 216 180 ...  66 102  99]
 ...
 [134 209 171 ...  94 125 122]
 [134 209 171 ...  96 126 123]
 [133 209 172 ...  94 125 121]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
33,53.mp4,1,"[[1.         0.99034074 0.98799989 ... 0.         0.         0.        ]
 [0.99034074 1.         0.99736922 ... 0.         0.         0.        ]
 [0.98799989 0.99736922 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99034074 0.98799989 ... 0.         0.         0.        ]
 [0.99034074 1.         0.99736922 ... 0.         0.         0.        ]
 [0.98799989 0.99736922 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 90 145 100 ... 196 230 226]
 [ 89 145 101 ... 192 233 227]
 [ 88 144  99 ... 192 233 228]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
34,54.mp4,0,"[[1.         0.99168521 0.99167706 ... 0.90983259 0.90987311 0.91419604]
 [0.99168521 1.         0.99999907 ... 0.91419003 0.91447594 0.91920851]
 [0.99167706 0.99999907 1.         ... 0.9141834  0.91446873 0.91920102]
 ...
 [0.90983259 0.91419003 0.9141834  ... 1.         0.99903045 0.99740847]
 [0.90987311 0.91447594 0.91446873 ... 0.99903045 1.         0.99798206]
 [0.91419604 0.91920851 0.91920102 ... 0.99740847 0.99798206 1.        ]]","[[1.         0.99168521 0.99167706 ... 0.         0.         0.        ]
 [0.99168521 1.         0.99999907 ... 0.         0.         0.        ]
 [0.99167706 0.99999907 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[134 202 165 ...  72 104  96]
 [133 201 163 ...  71 103  96]
 [133 201 163 ...  71 103  96]
 ...
 [212  15 253 ...  63  92  88]
 [213  16 255 ...  63  93  88]
 [214  17 255 ...  63  93  88]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
35,55.mp4,1,"[[1.         0.99650782 0.9935436  ... 0.         0.         0.        ]
 [0.99650782 1.         0.99546181 ... 0.         0.         0.        ]
 [0.9935436  0.99546181 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99650782 0.9935436  ... 0.         0.         0.        ]
 [0.99650782 1.         0.99546181 ... 0.         0.         0.        ]
 [0.9935436  0.99546181 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[136 226 184 ...  88 136 134]
 [132 223 180 ...  86 135 134]
 [133 222 180 ...  86 134 135]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
36,56.mp4,0,"[[1.         0.9936684  0.99031579 ... 0.         0.         0.        ]
 [0.9936684  1.         0.99790918 ... 0.         0.         0.        ]
 [0.99031579 0.99790918 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9936684  0.99031579 ... 0.         0.         0.        ]
 [0.9936684  1.         0.99790918 ... 0.         0.         0.        ]
 [0.99031579 0.99790918 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[145 255 197 ... 134 188 192]
 [140 250 188 ... 142 191 188]
 [140 250 190 ... 141 191 187]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
37,58.mp4,0,"[[1.         0.99983295 0.99954679 ... 0.9719976  0.97119532 0.97135258]
 [0.99983295 1.         0.99947795 ... 0.97208893 0.97152698 0.97167486]
 [0.99954679 0.99947795 1.         ... 0.97361219 0.97283426 0.97299181]
 ...
 [0.9719976  0.97208893 0.97361219 ... 1.         0.99429773 0.99443362]
 [0.97119532 0.97152698 0.97283426 ... 0.99429773 1.         0.99992359]
 [0.97135258 0.97167486 0.97299181 ... 0.99443362 0.99992359 1.        ]]","[[1.         0.99983295 0.99954679 ... 0.9719976  0.97119532 0.97135258]
 [0.99983295 1.         0.99947795 ... 0.97208893 0.97152698 0.97167486]
 [0.99954679 0.99947795 1.         ... 0.97361219 0.97283426 0.97299181]
 ...
 [0.9719976  0.97208893 0.97361219 ... 1.         0.99429773 0.99443362]
 [0.97119532 0.97152698 0.97283426 ... 0.99429773 1.         0.99992359]
 [0.97135258 0.97167486 0.97299181 ... 0.99443362 0.99992359 1.        ]]","[[103 233 165 ... 123 173 175]
 [103 233 165 ... 123 172 175]
 [103 233 164 ... 122 171 173]
 ...
 [110 235 170 ... 119 158 161]
 [107 233 171 ... 109 155 151]
 [106 233 171 ... 108 154 151]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
38,61.mp4,1,"[[1.         0.98484581 0.94080769 ... 0.         0.         0.        ]
 [0.98484581 1.         0.95943106 ... 0.         0.         0.        ]
 [0.94080769 0.95943106 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98484581 0.94080769 ... 0.         0.         0.        ]
 [0.98484581 1.         0.95943106 ... 0.         0.         0.        ]
 [0.94080769 0.95943106 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 92 177 122 ... 245  47  41]
 [ 94 179 130 ... 239  47  40]
 [ 94 176 138 ... 238  49  46]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
39,63.mp4,0,"[[1.         0.95972064 0.91141871 ... 0.90501083 0.91755674 0.94098069]
 [0.95972064 1.         0.94835018 ... 0.93555732 0.94359642 0.95733278]
 [0.91141871 0.94835018 1.         ... 0.96991069 0.97490712 0.96678527]
 ...
 [0.90501083 0.93555732 0.96991069 ... 1.         0.99208723 0.9744049 ]
 [0.91755674 0.94359642 0.97490712 ... 0.99208723 1.         0.98641506]
 [0.94098069 0.95733278 0.96678527 ... 0.9744049  0.98641506 1.        ]]","[[1.         0.95972064 0.91141871 ... 0.90501083 0.91755674 0.94098069]
 [0.95972064 1.         0.94835018 ... 0.93555732 0.94359642 0.95733278]
 [0.91141871 0.94835018 1.         ... 0.96991069 0.97490712 0.96678527]
 ...
 [0.90501083 0.93555732 0.96991069 ... 1.         0.99208723 0.9744049 ]
 [0.91755674 0.94359642 0.97490712 ... 0.99208723 1.         0.98641506]
 [0.94098069 0.95733278 0.96678527 ... 0.9744049  0.98641506 1.        ]]","[[142  45 222 ... 238  46  49]
 [137  35 203 ... 249  57  69]
 [156  34 203 ...  23 108 120]
 ...
 [173  46 230 ...  15  89 101]
 [176  50 235 ...  13  87  99]
 [172  51 237 ...  10  72  83]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
