,Unnamed: 0,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
22,22,1178.mp4,0,"[[1.         0.99924597 0.99661292 ... 0.         0.         0.        ]
 [0.99924597 1.         0.99763365 ... 0.         0.         0.        ]
 [0.99661292 0.99763365 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99924597 0.99661292 ... 0.         0.         0.        ]
 [0.99924597 1.         0.99763365 ... 0.         0.         0.        ]
 [0.99661292 0.99763365 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[109 187 143 ...  18  48  42]
 [109 188 144 ...  17  47  43]
 [109 188 144 ...  18  47  43]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
23,23,118.mp4,0,"[[1.         0.99607241 0.99409022 ... 0.         0.         0.        ]
 [0.99607241 1.         0.99411132 ... 0.         0.         0.        ]
 [0.99409022 0.99411132 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99607241 0.99409022 ... 0.         0.         0.        ]
 [0.99607241 1.         0.99411132 ... 0.         0.         0.        ]
 [0.99409022 0.99411132 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[136 190 163 ...  20  49  46]
 [137 192 168 ...  19  47  43]
 [136 190 163 ...  19  49  46]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
24,24,1180.mp4,0,"[[1.         0.99746898 0.99467558 ... 0.         0.         0.        ]
 [0.99746898 1.         0.990589   ... 0.         0.         0.        ]
 [0.99467558 0.990589   1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99746898 0.99467558 ... 0.         0.         0.        ]
 [0.99746898 1.         0.990589   ... 0.         0.         0.        ]
 [0.99467558 0.990589   1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[186  39 241 ... 245  50  49]
 [186  39 242 ... 245  51  51]
 [189  39 242 ... 242  46  46]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
25,25,1187.mp4,0,"[[1.         0.99892219 0.9989791  ... 0.         0.         0.        ]
 [0.99892219 1.         0.99932697 ... 0.         0.         0.        ]
 [0.9989791  0.99932697 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99892219 0.9989791  ... 0.         0.         0.        ]
 [0.99892219 1.         0.99932697 ... 0.         0.         0.        ]
 [0.9989791  0.99932697 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[136 208 165 ...  40  84  90]
 [136 208 165 ...  41  85  90]
 [137 209 166 ...  40  84  90]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
26,26,1201.mp4,0,"[[1.         0.98500278 0.98367173 ... 0.         0.         0.        ]
 [0.98500278 1.         0.99489211 ... 0.         0.         0.        ]
 [0.98367173 0.99489211 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98500278 0.98367173 ... 0.         0.         0.        ]
 [0.98500278 1.         0.99489211 ... 0.         0.         0.        ]
 [0.98367173 0.99489211 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[168 206 193 ... 196 223 221]
 [167 207 192 ... 201 227 227]
 [166 207 193 ... 202 227 227]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
27,27,1208.mp4,0,"[[1.         0.99245821 0.99801602 ... 0.         0.         0.        ]
 [0.99245821 1.         0.99543877 ... 0.         0.         0.        ]
 [0.99801602 0.99543877 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99245821 0.99801602 ... 0.         0.         0.        ]
 [0.99245821 1.         0.99543877 ... 0.         0.         0.        ]
 [0.99801602 0.99543877 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[165 200 182 ... 167 186 189]
 [164 201 183 ... 166 185 189]
 [164 199 181 ... 168 188 189]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
28,28,121.mp4,0,"[[1.         0.99932965 0.998141   ... 0.         0.         0.        ]
 [0.99932965 1.         0.99877255 ... 0.         0.         0.        ]
 [0.998141   0.99877255 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99932965 0.998141   ... 0.         0.         0.        ]
 [0.99932965 1.         0.99877255 ... 0.         0.         0.        ]
 [0.998141   0.99877255 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[112 238 160 ... 152 232 247]
 [112 239 161 ... 152 232 248]
 [113 239 163 ... 150 230 246]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
29,29,1214.mp4,0,"[[1.         0.99659759 0.98808202 ... 0.91375281 0.91374303 0.91380673]
 [0.99659759 1.         0.98652426 ... 0.91320672 0.913205   0.91326796]
 [0.98808202 0.98652426 1.         ... 0.90822324 0.90815927 0.90821951]
 ...
 [0.91375281 0.91320672 0.90822324 ... 1.         0.99843198 0.99843585]
 [0.91374303 0.913205   0.90815927 ... 0.99843198 1.         0.99993849]
 [0.91380673 0.91326796 0.90821951 ... 0.99843585 0.99993849 1.        ]]","[[1.         0.99659759 0.98808202 ... 0.91375281 0.91374303 0.91380673]
 [0.99659759 1.         0.98652426 ... 0.91320672 0.913205   0.91326796]
 [0.98808202 0.98652426 1.         ... 0.90822324 0.90815927 0.90821951]
 ...
 [0.91375281 0.91320672 0.90822324 ... 1.         0.99843198 0.99843585]
 [0.91374303 0.913205   0.90815927 ... 0.99843198 1.         0.99993849]
 [0.91380673 0.91326796 0.90821951 ... 0.99843585 0.99993849 1.        ]]","[[ 90 176 118 ...  63 115 118]
 [ 84 170 110 ...  64 115 116]
 [ 85 172 110 ...  66 116 118]
 ...
 [125 232 177 ...  88 130 128]
 [125 231 177 ...  88 129 127]
 [125 231 177 ...  88 129 127]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
30,30,1220.mp4,0,"[[1.         0.99898426 0.99460201 ... 0.         0.         0.        ]
 [0.99898426 1.         0.99542447 ... 0.         0.         0.        ]
 [0.99460201 0.99542447 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99898426 0.99460201 ... 0.         0.         0.        ]
 [0.99898426 1.         0.99542447 ... 0.         0.         0.        ]
 [0.99460201 0.99542447 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[140 215 184 ... 224   7 254]
 [139 214 183 ... 225   7 254]
 [137 213 181 ... 224   5 253]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
31,31,1224.mp4,0,"[[1.         0.99839602 0.99680492 ... 0.98337164 0.98469202 0.98453248]
 [0.99839602 1.         0.99802008 ... 0.98356058 0.98480447 0.98459223]
 [0.99680492 0.99802008 1.         ... 0.9832362  0.98427106 0.98415293]
 ...
 [0.98337164 0.98356058 0.9832362  ... 1.         0.99423846 0.99600051]
 [0.98469202 0.98480447 0.98427106 ... 0.99423846 1.         0.9937064 ]
 [0.98453248 0.98459223 0.98415293 ... 0.99600051 0.9937064  1.        ]]","[[1.         0.99839602 0.99680492 ... 0.98337164 0.98469202 0.98453248]
 [0.99839602 1.         0.99802008 ... 0.98356058 0.98480447 0.98459223]
 [0.99680492 0.99802008 1.         ... 0.9832362  0.98427106 0.98415293]
 ...
 [0.98337164 0.98356058 0.9832362  ... 1.         0.99423846 0.99600051]
 [0.98469202 0.98480447 0.98427106 ... 0.99423846 1.         0.9937064 ]
 [0.98453248 0.98459223 0.98415293 ... 0.99600051 0.9937064  1.        ]]","[[104 218 157 ...  74 127 128]
 [105 219 158 ...  73 126 127]
 [104 218 157 ...  71 125 126]
 ...
 [127 235 173 ...  70 117 121]
 [126 233 173 ...  68 118 120]
 [127 234 173 ...  67 116 121]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
32,32,1227.mp4,0,"[[1.         0.99099196 0.99072514 ... 0.         0.         0.        ]
 [0.99099196 1.         0.98415504 ... 0.         0.         0.        ]
 [0.99072514 0.98415504 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99099196 0.99072514 ... 0.         0.         0.        ]
 [0.99099196 1.         0.98415504 ... 0.         0.         0.        ]
 [0.99072514 0.98415504 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 40 140 119 ...  91 136 129]
 [ 39 141 119 ...  94 141 135]
 [ 41 140 120 ...  91 133 125]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
33,33,123.mp4,0,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[1.         0.97086642 0.9597829  ... 0.         0.         0.        ]
 [0.97086642 1.         0.97483354 ... 0.         0.         0.        ]
 [0.9597829  0.97483354 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 21 121 111 ...   5  66  55]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
34,34,1239.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
35,35,1243.mp4,0,"[[1.         0.99885062 0.99845251 ... 0.         0.         0.        ]
 [0.99885062 1.         0.99727822 ... 0.         0.         0.        ]
 [0.99845251 0.99727822 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99885062 0.99845251 ... 0.         0.         0.        ]
 [0.99885062 1.         0.99727822 ... 0.         0.         0.        ]
 [0.99845251 0.99727822 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[172  41 228 ... 171 229 233]
 [171  42 227 ... 174 232 236]
 [172  44 223 ... 166 231 235]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
36,36,1246.mp4,0,"[[1.         0.98744638 0.98701055 ... 0.         0.         0.        ]
 [0.98744638 1.         0.99721154 ... 0.         0.         0.        ]
 [0.98701055 0.99721154 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98744638 0.98701055 ... 0.         0.         0.        ]
 [0.98744638 1.         0.99721154 ... 0.         0.         0.        ]
 [0.98701055 0.99721154 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[140 248 188 ...  89 145 141]
 [139 244 184 ...  86 142 137]
 [133 238 180 ...  89 143 136]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
37,37,1247.mp4,0,"[[1.         0.98603862 0.98748406 ... 0.95828679 0.95915162 0.96589692]
 [0.98603862 1.         0.98842059 ... 0.96407154 0.9650664  0.94484994]
 [0.98748406 0.98842059 1.         ... 0.95641735 0.95724148 0.94078763]
 ...
 [0.95828679 0.96407154 0.95641735 ... 1.         0.9988452  0.93043713]
 [0.95915162 0.9650664  0.95724148 ... 0.9988452  1.         0.93130087]
 [0.96589692 0.94484994 0.94078763 ... 0.93043713 0.93130087 1.        ]]","[[1.         0.98603862 0.98748406 ... 0.95828679 0.95915162 0.96589692]
 [0.98603862 1.         0.98842059 ... 0.96407154 0.9650664  0.94484994]
 [0.98748406 0.98842059 1.         ... 0.95641735 0.95724148 0.94078763]
 ...
 [0.95828679 0.96407154 0.95641735 ... 1.         0.9988452  0.93043713]
 [0.95915162 0.9650664  0.95724148 ... 0.9988452  1.         0.93130087]
 [0.96589692 0.94484994 0.94078763 ... 0.93043713 0.93130087 1.        ]]","[[134 209 172 ...  95 145 148]
 [136 210 174 ...  93 143 147]
 [138 209 172 ...  95 143 149]
 ...
 [125 198 158 ... 102 141 142]
 [125 198 158 ... 102 141 142]
 [127 203 164 ... 105 154 157]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
